             0	             0	             0	             0	             0
     0.0060241	       0.19412	     0.0100844	     0.0355076	     -0.168621
     0.0120482	      0.319454	     0.0104498	     0.0467704	     -0.279266
     0.0180723	      0.439451	     0.0111798	     0.0598022	     -0.385673
     0.0240964	       0.55426	     0.0111463	     0.0704554	     -0.492889
     0.0301205	      0.660133	      0.011247	     0.0827538	     -0.594735
     0.0361446	      0.757626	     0.0104679	     0.0925543	     -0.696438
     0.0421687	      0.842989	    0.00971688	      0.103877	      -0.79195
     0.0481928	      0.916905	    0.00800228	      0.112575	     -0.886321
     0.0542169	      0.976144	    0.00624259	      0.122694	     -0.973475
      0.060241	       1.02167	    0.00345979	        0.1301	      -1.05869
     0.0662651	       1.05069	   0.000589367	      0.138838	      -1.13596
     0.0722892	       1.06459	   -0.00332904	      0.144785	      -1.21066
     0.0783133	       1.06098	   -0.00734173	      0.151996	      -1.27687
     0.0843373	       1.04171	    -0.0123905	      0.156361	      -1.34003
     0.0903614	       1.00486	    -0.0175029	      0.161948	      -1.39435
     0.0963855	      0.952729	    -0.0236018	      0.164662	      -1.44537
       0.10241	      0.883851	    -0.0296959	      0.168584	      -1.48736
      0.108434	      0.800968	    -0.0366899	      0.169635	      -1.52596
      0.114458	      0.703055	    -0.0435743	      0.171914	      -1.55557
      0.120482	      0.593257	    -0.0512364	      0.171356	      -1.58191
      0.126506	      0.470933	    -0.0586506	      0.172076	      -1.59945
       0.13253	       0.33958	    -0.0666891	      0.170025	      -1.61402
      0.138554	       0.19887	    -0.0743128	       0.16933	      -1.62015
      0.144578	     0.0525756	    -0.0823825	      0.165954	      -1.62375
      0.150602	     -0.099402	    -0.0898499	      0.164036	      -1.61944
      0.156627	     -0.253109	    -0.0975687	      0.159547	      -1.61318
      0.162651	      -0.40851	     -0.104487	      0.156633	      -1.59964
      0.168675	     -0.561572	     -0.111456	       0.15127	      -1.58483
      0.174699	     -0.712234	     -0.117427	      0.147606	      -1.56345
      0.180723	     -0.856487	     -0.123257	       0.14162	      -1.54156
      0.186747	      -0.99435	     -0.127902	      0.137459	      -1.51387
      0.192771	      -1.12196	     -0.132232	      0.131101	      -1.48645
      0.198795	      -1.23951	     -0.135216	      0.126693	      -1.45402
      0.204819	      -1.34336	     -0.137741	      0.120208	      -1.42263
      0.210843	      -1.43399	     -0.138795	      0.115789	      -1.38699
      0.216867	      -1.50808	     -0.139283	      0.109404	      -1.35314
      0.222892	      -1.56647	      -0.13822	      0.105189	      -1.31575
      0.228916	      -1.60625	     -0.136533	     0.0991034	      -1.28082
       0.23494	      -1.62866	     -0.133259	      0.095276	      -1.24299
      0.240964	      -1.63126	     -0.129355	     0.0896588	      -1.20819
      0.246988	      -1.61575	     -0.123883	     0.0863695	      -1.17101
      0.253012	      -1.58015	     -0.117824	     0.0813502	      -1.13733
      0.259036	      -1.52668	     -0.110269	     0.0787079	      -1.10168
       0.26506	      -1.45382	     -0.102222	     0.0743734	      -1.06987
      0.271084	      -1.36426	    -0.0927993	     0.0724418	      -1.03637
      0.277108	      -1.25696	    -0.0830298	     0.0688322	      -1.00692
      0.283133	      -1.13505	    -0.0720496	     0.0676279	     -0.975929
      0.289157	     -0.997916	    -0.0609094	      0.064736	     -0.949068
      0.295181	     -0.849079	    -0.0487631	     0.0642287	      -0.92068
      0.301205	     -0.688273	    -0.0366776	     0.0620021	     -0.896388
      0.307229	     -0.519346	    -0.0238207	     0.0621182	     -0.870473
      0.313253	     -0.342304	    -0.0112702	     0.0604639	     -0.848509
      0.319277	     -0.161222	    0.00179778	     0.0610926	     -0.824729
      0.325301	     0.0237203	     0.0143001	     0.0598834	     -0.804665
      0.331325	      0.208325	      0.027058	     0.0608831	     -0.782515
      0.337349	      0.392347	     0.0389892	      0.059965	     -0.763779
      0.343373	      0.571573	     0.0509188	      0.061171	     -0.742634
      0.349398	      0.745804	     0.0617712	     0.0603705	     -0.724562
      0.355422	      0.910927	     0.0723814	     0.0616022	     -0.703729
      0.361446	        1.0669	     0.0816867	     0.0607339	     -0.685612
       0.36747	       1.20981	     0.0905376	      0.061804	      -0.66438
      0.373494	       1.33987	     0.0978899	     0.0606812	     -0.645519
      0.379518	       1.45348	      0.104615	     0.0614073	     -0.623211
      0.385542	        1.5512	       0.10969	     0.0598562	     -0.602965
      0.391566	       1.62981	      0.114013	     0.0600768	     -0.578987
       0.39759	       1.69029	      0.116588	     0.0579528	     -0.556814
      0.403614	       1.72987	      0.118339	     0.0575449	     -0.530688
      0.409639	          1.75	      0.118298	     0.0547499	     -0.506184
      0.415663	        1.7484	       0.11742	     0.0536432	     -0.477584
      0.421687	       1.72702	      0.114766	     0.0501371	     -0.450505
      0.427711	       1.68409	      0.111319	      0.048322	     -0.419273
      0.433735	       1.62205	       0.10617	     0.0441247	     -0.389549
      0.439759	       1.53965	      0.100329	     0.0416489	     -0.355704
      0.445783	       1.43981	     0.0929132	     0.0368327	     -0.323443
      0.451807	       1.32173	     0.0849576	     0.0337891	     -0.287179
      0.457831	       1.18878	     0.0756033	     0.0284637	     -0.252657
      0.463855	       1.04056	     0.0659061	     0.0249746	     -0.214327
       0.46988	       0.88083	     0.0550259	     0.0192708	      -0.17797
      0.475904	      0.709507	     0.0440351	     0.0154724	     -0.138065
      0.481928	      0.530629	     0.0321078	      0.009529	     -0.100419
      0.487952	      0.344362	     0.0203276	     0.0055609	    -0.0595319
      0.493976	      0.154923	    0.00787686	  -0.000482601	    -0.0212264
           0.5	    -0.0373899	   -0.00415497	   -0.00448185	     0.0199851
      0.506024	     -0.228286	    -0.0165828	     -0.010488	     0.0582758
      0.512048	     -0.417452	    -0.0283175	    -0.0143816	     0.0991333
      0.518072	     -0.600633	    -0.0401772	    -0.0202138	      0.136737
      0.524096	     -0.777613	     -0.051079	    -0.0238652	      0.176585
       0.53012	     -0.944289	    -0.0618499	    -0.0293868	      0.212874
      0.536145	      -1.10065	    -0.0714187	    -0.0326596	      0.251125
      0.542169	      -1.24284	     -0.080627	    -0.0377355	      0.285559
      0.548193	      -1.37116	    -0.0884207	    -0.0404975	      0.321729
      0.554217	      -1.48211	    -0.0956609	    -0.0450011	      0.353889
      0.560241	      -1.57635	     -0.101315	    -0.0471349	      0.387631
      0.566265	      -1.65081	     -0.106268	    -0.0509624	      0.417249
      0.572289	      -1.70662	     -0.109514	    -0.0523822	      0.448377
      0.578313	      -1.74116	     -0.111962	    -0.0554704	      0.475354
      0.584337	      -1.75605	     -0.112636	    -0.0561402	      0.503857
      0.590361	      -1.74918	     -0.112476	     -0.058484	      0.528269
      0.596386	      -1.72267	     -0.110532	    -0.0584319	      0.554311
       0.60241	      -1.67493	     -0.107775	    -0.0600933	       0.57641
      0.608434	      -1.60855	     -0.103285	    -0.0594143	      0.600325
      0.614458	      -1.52243	    -0.0980601	    -0.0605186	      0.620521
      0.620482	      -1.41964	    -0.0912083	    -0.0593643	       0.64279
      0.626506	      -1.29949	     -0.083754	    -0.0600846	      0.661627
       0.63253	      -1.16548	    -0.0748289	    -0.0586436	       0.68285
      0.638554	      -1.01728	    -0.0654799	    -0.0591779	      0.700973
      0.644578	      -0.85872	    -0.0548583	    -0.0576524	      0.721828
      0.650602	     -0.689761	    -0.0440281	     -0.058202	      0.739937
      0.656626	     -0.514458	    -0.0321553	    -0.0567884	      0.761135
      0.662651	     -0.332968	    -0.0203154	    -0.0575415	      0.779938
      0.668675	     -0.149478	   -0.00768288	    -0.0564173	      0.802171
      0.674699	     0.0357776	    0.00466116	    -0.0575393	      0.822333
