             0	             0	             0
     0.0060241	      0.232917	      0.116286
     0.0120482	      0.361352	      0.323368
     0.0180723	      0.463718	      0.601465
     0.0240964	      0.551648	      0.924596
     0.0301205	      0.631913	       1.24904
     0.0361446	      0.721871	       1.53273
     0.0421687	      0.832765	       1.71466
     0.0481928	      0.981967	       1.75675
     0.0542169	       1.17694	       1.62029
      0.060241	       1.42819	       1.28613
     0.0662651	       1.73223	       0.75492
     0.0722892	       2.08745	     0.0507513
     0.0783133	       2.47711	      -0.78539
     0.0843373	        2.8873	      -1.69233
     0.0903614	       3.29169	      -2.60013
     0.0963855	       3.67003	      -3.43105
       0.10241	       3.99525	      -4.09149
      0.108434	       4.25139	       -4.5864
      0.114458	       4.42028	      -4.78707
      0.120482	       4.49888	      -4.71206
      0.126506	       4.48389	      -4.37185
       0.13253	         4.388	      -3.79364
      0.138554	       4.22182	      -3.03372
      0.144578	       4.00887	      -2.16358
      0.150602	       3.76599	       -1.2678
      0.156627	       3.51757	     -0.429018
      0.162651	       3.27605	       0.27433
      0.168675	       3.05691	      0.782283
      0.174699	       2.86058	        1.0529
      0.180723	       2.68937	       1.07228
      0.186747	       2.53149	      0.848804
      0.192771	       2.37998	      0.417552
      0.198795	       2.21837	     -0.170816
      0.204819	       2.04059	     -0.850121
      0.210843	       1.83682	      -1.55272
      0.216867	       1.61269	      -2.21087
      0.222892	       1.37363	      -2.77014
      0.228916	       1.14192	      -3.18849
       0.23494	        0.9385	      -3.44602
      0.240964	      0.797474	      -3.53949
      0.246988	      0.745683	      -3.48723
      0.253012	      0.815604	      -3.31911
      0.259036	       1.02416	      -3.07793
       0.26506	       1.38597	      -2.80693
      0.271084	       1.89345	      -2.55034
      0.277108	        2.5324	      -2.34163
      0.283133	       3.26507	      -2.20604
      0.289157	       4.04903	      -2.15196
      0.295181	       4.82358	      -2.17712
      0.301205	       5.53141	      -2.26374
      0.307229	       6.10715	      -2.38799
      0.313253	       6.50008	      -2.51767
      0.319277	       6.66248	      -2.62312
      0.325301	       6.57101	      -2.67503
      0.331325	       6.21276	      -2.65446
      0.337349	       5.60339	      -2.54876
      0.343373	       4.76961	      -2.35898
      0.349398	       3.76365	      -2.09296
      0.355422	        2.6423	      -1.77006
      0.361446	       1.47878	      -1.41194
       0.36747	      0.339997	      -1.04583
      0.373494	     -0.702225	     -0.694739
      0.379518	      -1.59338	     -0.381075
      0.385542	      -2.28356	     -0.118051
      0.391566	      -2.74737	     0.0850165
       0.39759	      -2.96838	      0.229249
      0.403614	        -2.956	       0.31892
      0.409639	      -2.72704	        0.3663
      0.415663	      -2.32005	      0.383182
      0.421687	       -1.7749	      0.385183
      0.427711	      -1.14599	      0.383373
      0.433735	     -0.481335	      0.389254
      0.439759	      0.164036	      0.407469
      0.445783	      0.748183	      0.442048
      0.451807	       1.22773	      0.490365
      0.457831	       1.57661	      0.550393
      0.463855	       1.77021	      0.615295
       0.46988	        1.8028	      0.680883
      0.475904	        1.6706	      0.739984
      0.481928	       1.38837	      0.789348
      0.487952	      0.971655	      0.823286
      0.493976	      0.452816	      0.839861
           0.5	     -0.137309	      0.833985
      0.506024	     -0.754027	      0.803371
      0.512048	      -1.35777	      0.741788
      0.518072	      -1.89945	      0.645532
      0.524096	      -2.34014	      0.507484
       0.53012	      -2.63696	      0.324508
      0.536145	      -2.76317	     0.0923539
      0.542169	      -2.69392	     -0.186379
      0.548193	      -2.42578	     -0.507228
      0.554217	      -1.96142	      -0.85636
      0.560241	      -1.32734	      -1.21659
      0.566265	     -0.556407	      -1.56141
      0.572289	      0.296945	      -1.86287
      0.578313	       1.17685	      -2.08753
      0.584337	       2.01324	      -2.20604
      0.590361	       2.74399	       -2.1903
      0.596386	        3.3034	      -2.02351
       0.60241	       3.64464	       -1.6968
      0.608434	       3.72746	      -1.21786
      0.614458	       3.53879	     -0.605299
      0.620482	       3.07773	      0.105654
      0.626506	       2.37261	       0.87203
       0.63253	       1.46215	       1.64054
      0.638554	      0.408802	       2.35903
      0.644578	     -0.723417	        2.9756
      0.650602	      -1.85803	       3.45052
      0.656626	      -2.92959	       3.75462
      0.662651	      -3.87291	       3.87905
      0.668675	      -4.64524	        3.8305
      0.674699	      -5.21306	       3.63705
      0.680723	      -5.57089	       3.33912
      0.686747	      -5.72414	       2.99134
      0.692771	      -5.70385	       2.65019
      0.698795	      -5.54587	       2.37379
      0.704819	      -5.30272	       2.20891
      0.710843	      -5.02091	       2.19172
      0.716867	      -4.75219	       2.33725
      0.722892	      -4.53162	       2.64373
      0.728916	      -4.39073	       3.08652
       0.73494	      -4.33838	       3.62717
      0.740964	      -4.37737	       4.21159
      0.746988	       -4.4888	       4.78268
      0.753012	      -4.65194	        5.2807
      0.759036	      -4.83126	       5.65647
       0.76506	       -4.9979	        5.8708
      0.771084	      -5.11719	       5.90516
      0.777108	      -5.16958	       5.75749
      0.783133	      -5.13652	        5.4474
      0.789157	      -5.01903	       5.00885
      0.795181	      -4.82076	       4.49157
      0.801205	      -4.56367	       3.94855
      0.807229	       -4.2685	       3.43607
      0.813253	      -3.96843	       3.00149
      0.819277	      -3.68836	       2.68427
      0.825301	      -3.45842	       2.50579
      0.831325	       -3.2939	       2.47404
      0.837349	      -3.21024	        2.5774
      0.843373	      -3.20505	       2.79335
      0.849398	      -3.27536	       3.08573
      0.855422	       -3.4019	       3.41593
      0.861446	      -3.56823	       3.74154
       0.86747	       -3.7464	       4.02751
      0.873494	      -3.91676	       4.24345
      0.879518	      -4.05342	       4.37263
      0.885542	      -4.14364	       4.40576
      0.891566	      -4.17169	       4.34709
       0.89759	      -4.13662	       4.20681
      0.903614	      -4.03501	       4.00602
      0.909639	      -3.87883	       3.75985
      0.915663	       -3.6776	       3.48652
      0.921687	      -3.43511	       3.20006
      0.927711	      -3.14709	       2.91267
      0.933735	      -2.85026	       2.62224
      0.939759	      -2.55203	       2.33322
      0.945783	      -2.25283	       2.03991
      0.951807	      -1.95064	       1.74154
      0.957831	      -1.65333	       1.43461
      0.963855	      -1.36098	       1.12459
      0.969879	      -1.08044	      0.819743
      0.975904	     -0.809368	      0.537025
      0.981928	     -0.555686	      0.294308
      0.987952	     -0.318889	      0.114874
      0.993976	             0	             0
