             0	             0	             0
     0.0060241	      0.275739	    -0.0268666
     0.0120482	      0.551052	     -0.069855
     0.0180723	      0.825522	    -0.0908084
     0.0240964	       1.08883	    -0.0737271
     0.0301205	       1.32354	    -0.0175814
     0.0361446	       1.53836	     0.0756515
     0.0421687	       1.71742	      0.203886
     0.0481928	       1.84745	      0.368734
     0.0542169	       1.91464	      0.562189
      0.060241	       1.95437	      0.775484
     0.0662651	       1.88717	       1.00095
     0.0722892	       1.73161	       1.22717
     0.0783133	       1.46834	       1.44468
     0.0843373	        1.1345	       1.64135
     0.0903614	       0.71665	       1.80832
     0.0963855	       0.22801	       1.93507
       0.10241	     -0.316934	       2.01472
      0.108434	     -0.889513	       2.03846
      0.114458	      -1.47618	       2.00386
      0.120482	      -2.04412	       1.90683
      0.126506	        -2.567	       1.74843
       0.13253	      -3.01498	       1.52947
      0.138554	      -3.36422	        1.2561
      0.144578	      -3.59058	      0.934234
      0.150602	      -3.68319	      0.574921
      0.156627	       -3.6264	      0.188644
      0.162651	      -3.41012	     -0.209448
      0.168675	      -3.04226	     -0.605443
      0.174699	      -2.53543	     -0.981805
      0.180723	      -1.90492	      -1.32358
      0.186747	      -1.17578	      -1.61359
      0.192771	     -0.373539	      -1.83863
      0.198795	       0.46936	      -1.98473
      0.204819	       1.32333	      -2.04332
      0.210843	       2.15553	      -2.00633
      0.216867	       2.93963	      -1.87221
      0.222892	        3.6494	      -1.64084
      0.228916	         4.268	      -1.31924
       0.23494	       4.78081	     -0.916132
      0.240964	       5.18377	     -0.447215
      0.246988	       5.47532	     0.0707935
      0.253012	       5.66372	      0.615363
      0.259036	       5.75821	        1.1646
       0.26506	        5.7757	       1.69281
      0.271084	       5.73138	       2.17725
      0.277108	       5.64523	       2.59383
      0.283133	       5.53256	       2.92391
      0.289157	       5.41058	       3.14993
      0.295181	       5.28937	       3.26195
      0.301205	        5.1789	       3.25287
      0.307229	        5.0806	       3.12438
      0.313253	       4.99508	       2.88163
      0.319277	       4.91445	       2.53843
      0.325301	       4.83072	        2.1112
      0.331325	       4.72885	       1.62363
      0.337349	       4.59576	       1.09994
      0.343373	       4.41381	      0.569064
      0.349398	        4.1702	     0.0575596
      0.355422	       3.85041	     -0.406429
      0.361446	        3.4475	     -0.800266
       0.36747	       2.95521	      -1.10271
      0.373494	        2.3767	      -1.30061
      0.379518	       1.71695	      -1.38421
      0.385542	      0.990681	      -1.35316
      0.391566	      0.214051	      -1.21109
       0.39759	     -0.588253	     -0.970758
      0.403614	      -1.39202	     -0.647936
      0.409639	      -2.16689	     -0.265864
      0.415663	      -2.88579	      0.151539
      0.421687	       -3.5185	      0.575673
      0.427711	      -4.04113	      0.980433
      0.433735	      -4.42957	       1.33837
      0.439759	      -4.66867	       1.62781
      0.445783	      -4.74527	       1.82876
      0.451807	      -4.65677	       1.92951
      0.457831	      -4.40354	       1.92196
      0.463855	      -3.99675	       1.80748
       0.46988	      -3.45009	       1.59132
      0.475904	      -2.78689	       1.28759
      0.481928	      -2.03118	      0.912826
      0.487952	      -1.21436	      0.490332
      0.493976	     -0.365874	     0.0432236
           0.5	      0.480263	     -0.401532
      0.506024	       1.29485	      -0.82016
      0.512048	       2.04689	      -1.18801
      0.518072	       2.71265	      -1.48643
      0.524096	       3.26875	      -1.69831
       0.53012	       3.70078	      -1.81457
      0.536145	       3.99591	      -1.82918
      0.542169	       4.15098	      -1.74491
      0.548193	       4.16454	      -1.56766
      0.554217	        4.0445	      -1.31149
      0.560241	       3.79957	     -0.992234
      0.566265	       3.44649	     -0.631983
      0.572289	       3.00114	     -0.252284
      0.578313	       2.48539	      0.121676
      0.584337	       1.91813	      0.467966
      0.590361	       1.32201	      0.763687
      0.596386	      0.714506	      0.991663
       0.60241	      0.114962	       1.13588
      0.608434	     -0.464071	        1.1877
      0.614458	       -1.0094	       1.14079
      0.620482	      -1.51538	      0.996772
      0.626506	      -1.97603	      0.759651
       0.63253	      -2.39276	      0.440954
      0.638554	      -2.76603	      0.053661
      0.644578	      -3.10267	     -0.383052
      0.650602	      -3.40722	     -0.850264
      0.656626	      -3.68898	      -1.32481
      0.662651	       -3.9532	      -1.78587
      0.668675	       -4.2081	      -2.21047
      0.674699	      -4.45616	      -2.58002
      0.680723	      -4.70137	      -2.87563
      0.686747	      -4.94094	      -3.08453
      0.692771	      -5.17305	      -3.19514
      0.698795	        -5.389	      -3.20315
      0.704819	       -5.5815	      -3.10627
      0.710843	      -5.73723	      -2.90979
      0.716867	      -5.84539	      -2.62085
      0.722892	      -5.89062	       -2.2534
      0.728916	      -5.86175	      -1.82202
       0.73494	      -5.74492	      -1.34654
      0.740964	      -5.53253	     -0.845646
      0.746988	       -5.2163	     -0.341461
      0.753012	      -4.79608	      0.146828
      0.759036	       -4.2726	      0.598282
       0.76506	      -3.65571	       0.99651
      0.771084	      -2.95645	       1.32485
      0.777108	      -2.19464	       1.57251
      0.783133	      -1.39025	       1.72946
      0.789157	     -0.570314	       1.79232
      0.795181	      0.240216	       1.75898
      0.801205	       1.01195	       1.63413
      0.807229	       1.72039	       1.42358
      0.813253	       2.33941	       1.13949
      0.819277	       2.85043	      0.794319
      0.825301	       3.23554	      0.405656
      0.831325	       3.48627	    -0.0100651
      0.837349	       3.59233	     -0.432943
      0.843373	       3.56078	     -0.846019
      0.849398	       3.40158	      -1.23059
      0.855422	       3.12904	      -1.57253
      0.861446	       2.75724	      -1.85746
       0.86747	       2.30957	       -2.0768
      0.873494	       1.80773	      -2.22263
      0.879518	       1.27826	      -2.29342
      0.885542	      0.743948	      -2.28823
      0.891566	      0.225985	       -2.2127
       0.89759	     -0.255546	      -2.07357
      0.903614	     -0.682763	      -1.88203
      0.909639	      -1.04591	      -1.64881
      0.915663	      -1.34529	      -1.38841
      0.921687	      -1.56581	      -1.11348
      0.927711	      -1.71337	     -0.839669
      0.933735	      -1.77852	     -0.578537
      0.939759	      -1.78267	     -0.342719
      0.945783	      -1.70237	     -0.139887
      0.951807	       -1.6091	     0.0221693
      0.957831	      -1.47411	      0.141355
      0.963855	      -1.30703	      0.215794
      0.969879	      -1.11971	      0.249219
      0.975904	     -0.914723	       0.24517
      0.981928	     -0.694838	      0.212095
      0.987952	     -0.461686	      0.157328
      0.993976	             0	             0
